teor_umidade_pct,indice_acidez_mgKOH_g,ponto_fusao_c,indice_oxidacao_1a10,certificacao_exigida,id_pedido
0.59,4.73,32.97,9.0,Nenhuma,Manteiga de manga_Julho_367
0.63,5.39,32.04,8.0,Internacional,Manteiga de manga_Julho_368
0.26,2.93,30.68,6.0,ISO-HACCP,Manteiga de manga_Julho_369
0.1,6.12,30.95,9.0,ANVISA,Manteiga de manga_Julho_370
0.64,5.62,29.59,8.0,Internacional,Manteiga de manga_Julho_371
0.76,4.85,29.98,8.0,ANVISA,Manteiga de manga_Julho_372
0.72,7.12,35.13,6.0,ANVISA,Manteiga de manga_Julho_373
0.78,5.18,35.41,7.0,Internacional,Manteiga de manga_Julho_374
0.54,2.95,32.36,7.0,ISO-HACCP,Manteiga de manga_Julho_375
0.92,3.82,32.66,9.0,ANVISA,Manteiga de manga_Julho_376
0.68,5.19,32.54,9.0,ISO-HACCP,Manteiga de manga_Julho_377
0.33,4.76,30.42,8.0,ANVISA,Manteiga de manga_Julho_378
0.58,4.21,33.77,9.0,ISO-HACCP,Manteiga de manga_Julho_379
0.74,3.17,32.97,7.0,ANVISA,Manteiga de manga_Julho_380
0.78,6.13,35.48,8.0,ISO-HACCP,Manteiga de manga_Julho_381
0.75,4.89,32.88,6.0,ISO-HACCP,Manteiga de manga_Julho_382
0.73,5.05,36.29,8.0,Internacional,Manteiga de manga_Julho_383
0.82,3.66,30.82,6.0,ISO-HACCP,Manteiga de manga_Julho_384
0.9,4.48,34.12,7.0,ANVISA,Manteiga de manga_Julho_385
0.17,4.94,35.61,10.0,ISO-HACCP,Manteiga de manga_Julho_386
0.47,1.75,29.34,8.0,Internacional,Manteiga de manga_Julho_387
0.81,3.96,30.24,6.0,Internacional,Manteiga de manga_Julho_388
1.02,2.62,32.63,9.0,Nenhuma,Manteiga de manga_Julho_389
0.59,4.83,33.84,9.0,ISO-HACCP,Manteiga de manga_Julho_390
0.62,3.3,34.95,10.0,ISO-HACCP,Manteiga de manga_Julho_391
1.04,1.0,30.78,8.0,Internacional,Manteiga de manga_Julho_392
0.84,2.49,34.66,9.0,Internacional,Manteiga de manga_Julho_393
0.47,2.87,32.2,7.0,,Manteiga de manga_Julho_394
0.12,4.77,31.03,7.0,ISO-HACCP,Manteiga de manga_Julho_395
0.61,2.55,33.91,7.0,ISO-HACCP,Manteiga de manga_Julho_396
0.1,1.0,28.94,8.0,ISO-HACCP,Manteiga de manga_Julho_397
0.75,4.72,28.86,6.0,ISO-HACCP,Manteiga de manga_Julho_398
0.9,3.01,33.41,9.0,Internacional,Manteiga de manga_Julho_399
0.31,3.61,30.59,9.0,ANVISA,Manteiga de manga_Julho_400
1.03,3.51,32.78,9.0,ANVISA,Manteiga de manga_Julho_401
0.31,5.46,35.46,6.0,Internacional,Manteiga de manga_Julho_402
0.93,5.94,36.95,9.0,ISO-HACCP,Manteiga de manga_Julho_403
0.41,2.32,32.23,6.0,ISO-HACCP,Manteiga de manga_Julho_404
0.73,3.85,35.82,9.0,ISO-HACCP,Manteiga de manga_Julho_405
0.37,5.06,33.72,8.0,Internacional,Manteiga de manga_Julho_406
0.48,2.31,32.43,10.0,Internacional,Manteiga de manga_Julho_407
0.53,5.34,34.69,10.0,Internacional,Manteiga de manga_Julho_408
0.9,4.72,31.85,9.0,Internacional,Manteiga de manga_Julho_409
0.87,5.85,31.55,9.0,ANVISA,Manteiga de manga_Julho_410
0.23,4.67,30.89,7.0,Nenhuma,Manteiga de manga_Julho_411
0.64,3.0,34.38,7.0,Internacional,Manteiga de manga_Julho_412
0.59,7.04,36.63,6.0,ANVISA,Manteiga de manga_Julho_413
0.1,5.69,33.14,8.0,ANVISA,Manteiga de manga_Julho_414
0.84,3.13,31.98,8.0,Nenhuma,Manteiga de manga_Julho_415
0.41,3.51,34.48,8.0,Nenhuma,Manteiga de manga_Julho_416
0.9,4.43,30.98,7.0,Internacional,Manteiga de manga_Julho_417
0.98,5.09,29.43,10.0,ISO-HACCP,Manteiga de manga_Julho_418
0.31,2.55,35.57,8.0,ISO-HACCP,Manteiga de manga_Julho_419
0.38,7.54,34.98,7.0,ISO-HACCP,Manteiga de manga_Julho_420
0.2,6.24,30.61,7.0,Internacional,Manteiga de manga_Julho_421
0.47,3.63,31.16,7.0,ISO-HACCP,Manteiga de manga_Julho_422
0.15,5.98,31.25,10.0,ANVISA,Manteiga de manga_Julho_423
0.4,4.79,34.53,9.0,ISO-HACCP,Manteiga de manga_Julho_424
0.72,1.39,33.48,8.0,Nenhuma,Manteiga de manga_Julho_425
0.57,1.92,33.35,9.0,Internacional,Manteiga de manga_Julho_426
0.76,7.21,36.19,9.0,Internacional,Manteiga de manga_Julho_427
0.48,2.86,33.49,9.0,Internacional,Manteiga de manga_Julho_428
0.98,2.76,31.65,7.0,ISO-HACCP,Manteiga de manga_Julho_429
0.86,3.24,35.0,8.0,ISO-HACCP,Manteiga de manga_Julho_430
0.64,3.17,31.49,9.0,ANVISA,Manteiga de manga_Julho_431
0.44,1.32,31.82,7.0,Internacional,Manteiga de manga_Julho_432
0.53,2.7,30.56,10.0,ISO-HACCP,Manteiga de manga_Julho_433
0.42,2.92,34.99,8.0,ISO-HACCP,Manteiga de manga_Julho_434
0.76,4.54,35.01,5.0,ANVISA,Manteiga de manga_Julho_435
0.57,2.67,28.0,8.0,ANVISA,Manteiga de manga_Julho_436
0.68,4.0,28.95,8.0,Internacional,Manteiga de manga_Julho_437
0.47,3.84,32.83,7.0,Internacional,Manteiga de manga_Julho_438
0.39,3.89,33.1,7.0,Internacional,Manteiga de manga_Julho_439
0.71,6.52,32.5,8.0,Nenhuma,Manteiga de manga_Julho_440
0.31,3.7,34.21,9.0,ISO-HACCP,Manteiga de manga_Julho_441
0.98,4.12,31.65,7.0,ISO-HACCP,Manteiga de manga_Julho_442
0.67,3.85,35.33,7.0,Internacional,Manteiga de manga_Julho_443
0.51,1.15,35.76,8.0,ANVISA,Manteiga de manga_Julho_444
0.82,3.58,34.67,9.0,ISO-HACCP,Manteiga de manga_Julho_445
0.59,1.43,30.91,7.0,ISO-HACCP,Manteiga de manga_Julho_446
0.67,4.56,32.88,9.0,ANVISA,Manteiga de manga_Julho_447
1.03,4.3,33.07,9.0,ANVISA,Manteiga de manga_Julho_448
0.5,3.42,35.68,8.0,ANVISA,Manteiga de manga_Julho_449
0.46,1.0,34.41,10.0,Nenhuma,Manteiga de manga_Julho_450
0.89,4.56,30.86,6.0,ISO-HACCP,Manteiga de manga_Julho_451
0.37,4.99,34.09,8.0,ANVISA,Manteiga de manga_Julho_452
0.68,5.86,32.0,7.0,Internacional,Manteiga de manga_Julho_453
0.61,4.6,32.97,7.0,ISO-HACCP,Manteiga de manga_Julho_454
0.63,3.42,33.64,7.0,ANVISA,Manteiga de manga_Julho_455
0.49,3.91,34.37,7.0,ANVISA,Manteiga de manga_Julho_456
1.13,3.9,33.0,7.0,Nenhuma,Manteiga de manga_Julho_457
0.23,3.71,31.18,7.0,Internacional,Manteiga de manga_Julho_458
0.3,3.74,32.06,7.0,ISO-HACCP,Manteiga de manga_Julho_459
0.94,4.82,34.53,9.0,Internacional,Manteiga de manga_Julho_460
0.74,3.59,35.0,8.0,Internacional,Manteiga de manga_Julho_461
0.8,5.76,32.51,6.0,ANVISA,Manteiga de manga_Julho_462
0.47,3.73,34.35,8.0,Internacional,Manteiga de manga_Julho_463
0.73,2.54,33.58,8.0,Internacional,Manteiga de manga_Julho_464
0.46,5.39,35.31,9.0,ANVISA,Manteiga de manga_Julho_465
0.56,6.2,30.11,8.0,Nenhuma,Manteiga de manga_Julho_466
0.45,4.29,35.61,8.0,ISO-HACCP,Manteiga de manga_Julho_467
0.91,6.32,34.54,7.0,Internacional,Manteiga de manga_Julho_468
0.57,5.53,34.0,7.0,Internacional,Manteiga de manga_Julho_469
0.69,4.51,33.37,8.0,ISO-HACCP,Manteiga de manga_Julho_470
0.73,2.39,30.41,7.0,ISO-HACCP,Manteiga de manga_Julho_471
0.85,2.94,37.36,8.0,ANVISA,Manteiga de manga_Julho_472
0.91,6.78,34.35,5.0,ANVISA,Manteiga de manga_Julho_473
1.08,3.08,32.41,9.0,ISO-HACCP,Manteiga de manga_Julho_474
0.94,2.86,31.91,9.0,ANVISA,Manteiga de manga_Julho_475
0.48,4.05,29.75,8.0,Internacional,Manteiga de manga_Julho_476
0.95,2.65,34.6,6.0,ANVISA,Manteiga de manga_Julho_477
0.24,9.5,35.0,8.0,ANVISA,Manteiga de manga_Julho_478
0.35,5.2,34.87,8.0,Internacional,Manteiga de manga_Julho_479
0.33,2.98,37.72,9.0,Internacional,Manteiga de manga_Julho_480
0.11,5.1,31.59,8.0,Internacional,Manteiga de manga_Julho_481
0.3,5.47,33.76,9.0,ANVISA,Manteiga de manga_Julho_482
0.45,4.43,32.82,9.0,ANVISA,Manteiga de manga_Julho_483
0.8,4.9,31.53,6.0,Internacional,Manteiga de manga_Julho_484
0.46,2.44,31.97,6.0,Internacional,Manteiga de manga_Julho_485
0.31,4.28,30.45,7.0,Internacional,Manteiga de manga_Julho_486
0.41,2.11,33.56,9.0,Internacional,Manteiga de manga_Julho_487
0.98,4.04,32.13,7.0,ISO-HACCP,Manteiga de manga_Julho_488
0.31,5.08,32.75,7.0,Internacional,Manteiga de manga_Julho_489
0.73,2.13,29.97,8.0,ANVISA,Manteiga de manga_Julho_490
0.46,5.0,34.98,8.0,Nenhuma,Manteiga de manga_Julho_491
0.65,1.97,28.78,8.0,ISO-HACCP,Manteiga de manga_Julho_492
0.22,1.25,34.72,9.0,ISO-HACCP,Manteiga de manga_Julho_493
0.41,3.21,33.94,7.0,Internacional,Manteiga de manga_Julho_494
0.91,4.22,33.9,7.0,ISO-HACCP,Manteiga de manga_Julho_495
0.44,4.67,32.19,6.0,Nenhuma,Manteiga de manga_Julho_496
0.38,4.05,30.3,7.0,ISO-HACCP,Manteiga de manga_Julho_497
0.24,4.68,35.71,7.0,ANVISA,Manteiga de manga_Julho_498
0.6,6.85,31.08,7.0,ANVISA,Manteiga de manga_Julho_499
0.68,5.92,32.31,8.0,ANVISA,Manteiga de manga_Julho_500
0.86,2.73,33.77,8.0,Internacional,Manteiga de manga_Julho_501
0.43,4.56,31.08,6.0,Internacional,Manteiga de manga_Julho_502
0.47,4.34,29.44,8.0,ANVISA,Manteiga de manga_Julho_503
0.33,2.59,32.1,9.0,Internacional,Manteiga de manga_Julho_504
1.27,2.39,32.91,7.0,ANVISA,Manteiga de manga_Julho_505
0.36,3.96,36.58,6.0,Internacional,Manteiga de manga_Julho_506
0.21,5.17,32.3,9.0,Internacional,Manteiga de manga_Julho_507
0.45,3.06,34.58,8.0,ANVISA,Manteiga de manga_Julho_508
0.52,4.33,33.29,7.0,,Manteiga de manga_Julho_509
0.81,3.72,31.16,8.0,,Manteiga de manga_Julho_510
0.48,3.16,35.78,7.0,Internacional,Manteiga de manga_Julho_511
0.65,2.38,33.71,6.0,Internacional,Manteiga de manga_Julho_512
0.48,2.13,31.57,7.0,ISO-HACCP,Manteiga de manga_Julho_513
0.77,5.3,28.0,6.0,ISO-HACCP,Manteiga de manga_Julho_514
0.1,3.75,32.86,10.0,ISO-HACCP,Manteiga de manga_Julho_515
0.67,5.18,30.92,9.0,Internacional,Manteiga de manga_Julho_516
0.86,5.97,35.63,9.0,ISO-HACCP,Manteiga de manga_Julho_517
0.38,4.96,31.23,7.0,ANVISA,Manteiga de manga_Julho_518
0.53,4.82,32.34,9.0,ISO-HACCP,Manteiga de manga_Julho_519
0.15,4.2,31.46,7.0,Internacional,Manteiga de manga_Julho_520
0.62,2.98,36.53,9.0,Internacional,Manteiga de manga_Julho_521
0.89,3.82,36.97,8.0,ISO-HACCP,Manteiga de manga_Julho_522
0.48,3.94,33.25,8.0,Internacional,Manteiga de manga_Julho_523
0.68,2.59,34.24,7.0,ANVISA,Manteiga de manga_Julho_524
0.57,3.62,30.45,9.0,Internacional,Manteiga de manga_Julho_525
0.87,3.58,30.9,9.0,ISO-HACCP,Manteiga de manga_Agosto_0
0.82,5.21,31.23,9.0,,Manteiga de manga_Agosto_1
0.22,4.67,28.0,8.0,,Manteiga de manga_Agosto_2
0.29,4.45,31.6,9.0,Internacional,Manteiga de manga_Agosto_3
0.38,4.48,30.33,10.0,Internacional,Manteiga de manga_Agosto_4
0.76,3.36,34.24,7.0,ISO-HACCP,Manteiga de manga_Agosto_5
0.81,4.92,36.44,8.0,ANVISA,Manteiga de manga_Agosto_6
0.78,3.53,36.06,8.0,Internacional,Manteiga de manga_Agosto_7
0.99,5.07,28.55,8.0,ANVISA,Manteiga de manga_Agosto_8
0.6,4.31,31.24,8.0,Internacional,Manteiga de manga_Agosto_9
0.92,5.12,31.37,8.0,ISO-HACCP,Manteiga de manga_Agosto_10
0.74,4.34,36.63,8.0,Internacional,Manteiga de manga_Agosto_11
0.1,5.46,33.28,8.0,ISO-HACCP,Manteiga de manga_Agosto_12
0.92,4.14,30.86,8.0,Internacional,Manteiga de manga_Agosto_13
0.14,1.0,30.0,10.0,Nenhuma,Manteiga de manga_Agosto_14
0.41,5.55,28.0,7.0,Internacional,Manteiga de manga_Agosto_15
0.44,5.44,32.43,6.0,Internacional,Manteiga de manga_Agosto_16
0.73,3.27,36.37,7.0,ISO-HACCP,Manteiga de manga_Agosto_17
0.86,2.2,29.63,6.0,ISO-HACCP,Manteiga de manga_Agosto_18
0.44,5.26,32.24,9.0,ISO-HACCP,Manteiga de manga_Agosto_19
0.91,4.34,37.95,8.0,Internacional,Manteiga de manga_Agosto_20
0.6,4.17,36.4,8.0,Internacional,Manteiga de manga_Agosto_21
0.86,3.68,31.58,7.0,Nenhuma,Manteiga de manga_Agosto_22
0.7,4.8,35.33,9.0,ISO-HACCP,Manteiga de manga_Agosto_23
1.02,4.63,38.06,6.0,Internacional,Manteiga de manga_Agosto_24
0.7,6.04,31.17,9.0,ANVISA,Manteiga de manga_Agosto_25
0.34,5.12,32.88,10.0,ISO-HACCP,Manteiga de manga_Agosto_26
0.37,3.76,35.28,9.0,ISO-HACCP,Manteiga de manga_Agosto_27
0.85,3.79,32.86,6.0,Internacional,Manteiga de manga_Agosto_28
0.48,4.22,33.76,8.0,ANVISA,Manteiga de manga_Agosto_29
0.25,3.44,29.55,9.0,Internacional,Manteiga de manga_Agosto_30
0.38,4.73,33.07,8.0,ISO-HACCP,Manteiga de manga_Agosto_31
0.78,4.59,36.32,7.0,Internacional,Manteiga de manga_Agosto_32
0.58,1.48,28.49,8.0,ANVISA,Manteiga de manga_Agosto_33
0.8,4.31,34.59,10.0,Internacional,Manteiga de manga_Agosto_34
0.61,4.09,31.11,8.0,Internacional,Manteiga de manga_Agosto_35
0.76,3.52,33.35,8.0,,Manteiga de manga_Agosto_36
0.82,5.44,33.2,8.0,ISO-HACCP,Manteiga de manga_Agosto_37
0.43,6.14,34.57,7.0,Internacional,Manteiga de manga_Agosto_38
0.41,3.27,29.86,8.0,ANVISA,Manteiga de manga_Agosto_39
0.74,6.14,33.27,7.0,ISO-HACCP,Manteiga de manga_Agosto_40
0.88,5.1,29.86,6.0,Internacional,Manteiga de manga_Agosto_41
0.6,3.48,33.7,7.0,ANVISA,Manteiga de manga_Agosto_42
0.28,5.13,34.36,9.0,Internacional,Manteiga de manga_Agosto_43
0.57,3.13,33.67,8.0,ANVISA,Manteiga de manga_Agosto_44
0.39,3.36,35.21,9.0,ISO-HACCP,Manteiga de manga_Agosto_45
0.46,3.65,35.69,9.0,Internacional,Manteiga de manga_Agosto_46
0.59,4.78,30.54,9.0,ISO-HACCP,Manteiga de manga_Agosto_47
1.2,1.75,34.15,7.0,Internacional,Manteiga de manga_Agosto_48
1.02,3.75,35.22,7.0,Internacional,Manteiga de manga_Agosto_49
0.38,6.29,34.9,8.0,Internacional,Manteiga de manga_Agosto_50
0.51,3.94,30.24,8.0,ISO-HACCP,Manteiga de manga_Agosto_51
0.58,3.51,34.14,9.0,ANVISA,Manteiga de manga_Agosto_52
0.84,4.11,36.06,9.0,Internacional,Manteiga de manga_Agosto_53
0.25,1.0,32.8,10.0,ANVISA,Manteiga de manga_Agosto_54
0.84,5.21,35.13,9.0,ANVISA,Manteiga de manga_Agosto_55
0.32,3.88,36.86,8.0,Internacional,Manteiga de manga_Agosto_56
0.35,4.7,33.64,7.0,ANVISA,Manteiga de manga_Agosto_57
0.71,5.77,30.88,6.0,ANVISA,Manteiga de manga_Agosto_58
0.82,6.95,34.76,8.0,Internacional,Manteiga de manga_Agosto_59
0.33,6.87,30.68,8.0,Internacional,Manteiga de manga_Agosto_60
0.91,4.33,31.86,8.0,ISO-HACCP,Manteiga de manga_Agosto_61
0.42,4.28,30.98,8.0,Internacional,Manteiga de manga_Agosto_62
1.08,1.66,33.11,8.0,Internacional,Manteiga de manga_Agosto_63
0.44,4.08,36.22,9.0,ISO-HACCP,Manteiga de manga_Agosto_64
0.29,1.8,31.99,7.0,ISO-HACCP,Manteiga de manga_Agosto_65
0.47,1.64,32.55,8.0,ISO-HACCP,Manteiga de manga_Agosto_66
0.35,4.59,28.77,9.0,ANVISA,Manteiga de manga_Agosto_67
0.25,5.29,33.27,8.0,Internacional,Manteiga de manga_Agosto_68
0.66,1.0,34.19,6.0,ISO-HACCP,Manteiga de manga_Agosto_69
0.15,3.6,30.27,7.826709526592636,Internacional,Manteiga de manga_Agosto_70
0.58,3.98,32.41,8.0,ANVISA,Manteiga de manga_Agosto_71
0.6,3.24,31.35,8.0,Internacional,Manteiga de manga_Agosto_72
0.46,3.41,36.44,8.0,Internacional,Manteiga de manga_Agosto_73
0.67,4.98,34.99,7.0,Internacional,Manteiga de manga_Agosto_74
0.56,5.22,33.14,9.0,ISO-HACCP,Manteiga de manga_Agosto_75
0.48,5.33,35.09,6.0,ANVISA,Manteiga de manga_Agosto_76
0.52,4.26,29.44,7.0,Internacional,Manteiga de manga_Agosto_77
0.98,7.39,30.97,9.0,ISO-HACCP,Manteiga de manga_Agosto_78
1.09,7.84,33.99,8.0,Nenhuma,Manteiga de manga_Agosto_79
0.34,5.12,32.05,5.0,ISO-HACCP,Manteiga de manga_Agosto_80
0.84,5.33,30.57,7.0,Internacional,Manteiga de manga_Agosto_81
0.67,2.25,32.78,7.0,ANVISA,Manteiga de manga_Agosto_82
0.7,2.23,30.92,8.0,ISO-HACCP,Manteiga de manga_Agosto_83
0.64,5.35,30.43,10.0,Internacional,Manteiga de manga_Agosto_84
0.67,3.44,33.77,10.0,Internacional,Manteiga de manga_Agosto_85
0.5,4.03,35.13,7.0,Nenhuma,Manteiga de manga_Agosto_86
0.69,1.37,33.14,7.0,ISO-HACCP,Manteiga de manga_Agosto_87
1.12,6.36,32.24,8.0,ANVISA,Manteiga de manga_Agosto_88
0.34,2.48,32.83,6.0,Internacional,Manteiga de manga_Agosto_89
0.38,4.51,35.3,7.0,ISO-HACCP,Manteiga de manga_Agosto_90
0.97,1.51,34.24,8.0,ISO-HACCP,Manteiga de manga_Agosto_91
0.19,5.18,31.68,7.0,ANVISA,Manteiga de manga_Agosto_92
0.5,4.43,34.88,8.0,Internacional,Manteiga de manga_Agosto_93
0.12,5.64,33.23,8.0,Internacional,Manteiga de manga_Agosto_94
0.6,3.37,37.27,6.0,Internacional,Manteiga de manga_Agosto_95
0.84,4.38,37.42,8.0,Internacional,Manteiga de manga_Agosto_96
0.46,6.97,29.98,7.0,ANVISA,Manteiga de manga_Agosto_97
0.49,3.65,34.22,8.0,ANVISA,Manteiga de manga_Agosto_98
0.57,6.0,35.16,6.0,ANVISA,Manteiga de manga_Agosto_99
0.51,5.64,33.56,7.0,Internacional,Manteiga de manga_Agosto_100
0.28,3.39,34.33,8.0,Internacional,Manteiga de manga_Agosto_101
1.09,2.39,33.11,8.0,ANVISA,Manteiga de manga_Agosto_102
0.67,1.0,33.92,7.0,ISO-HACCP,Manteiga de manga_Agosto_103
0.34,1.36,38.06,10.0,ISO-HACCP,Manteiga de manga_Agosto_104
0.37,4.76,32.35,7.826709526592636,Internacional,Manteiga de manga_Agosto_105
0.33,4.26,32.66,6.0,ISO-HACCP,Manteiga de manga_Agosto_106
0.73,6.91,36.36,7.0,ANVISA,Manteiga de manga_Agosto_107
0.36,5.26,29.9,7.0,Internacional,Manteiga de manga_Agosto_108
0.86,7.12,29.0,8.0,ISO-HACCP,Manteiga de manga_Agosto_109
0.7,3.07,32.55,8.0,ISO-HACCP,Manteiga de manga_Agosto_110
0.86,3.92,31.72,8.0,ANVISA,Manteiga de manga_Agosto_111
0.69,3.71,39.35,6.0,ANVISA,Manteiga de manga_Agosto_112
0.31,1.0,33.61,8.0,Internacional,Manteiga de manga_Agosto_113
0.83,3.95,30.91,9.0,Internacional,Manteiga de manga_Agosto_114
0.34,5.68,33.68,9.0,ANVISA,Manteiga de manga_Agosto_115
0.72,3.2,32.79,9.0,ANVISA,Manteiga de manga_Agosto_116
0.85,1.0,35.64,9.0,ISO-HACCP,Manteiga de manga_Agosto_117
0.53,5.45,35.77,9.0,ANVISA,Manteiga de manga_Agosto_118
0.67,4.83,36.0,9.0,Internacional,Manteiga de manga_Agosto_119
0.87,4.62,35.22,6.0,Nenhuma,Manteiga de manga_Agosto_120
0.65,2.0,35.74,8.0,ISO-HACCP,Manteiga de manga_Agosto_121
0.31,5.95,36.94,6.0,ISO-HACCP,Manteiga de manga_Agosto_122
0.43,2.81,31.52,9.0,ISO-HACCP,Manteiga de manga_Agosto_123
0.85,5.57,30.44,8.0,Nenhuma,Manteiga de manga_Agosto_124
0.42,5.57,31.96,9.0,Internacional,Manteiga de manga_Agosto_125
0.84,4.2,35.08,7.0,ISO-HACCP,Manteiga de manga_Agosto_126
1.03,1.5,28.0,7.0,Internacional,Manteiga de manga_Agosto_127
0.39,6.0,33.44,8.0,Internacional,Manteiga de manga_Agosto_128
0.3,5.48,35.27,9.0,ISO-HACCP,Manteiga de manga_Agosto_129
0.94,3.88,30.02,7.0,ISO-HACCP,Manteiga de manga_Agosto_130
0.47,6.25,31.99,10.0,ANVISA,Manteiga de manga_Agosto_131
0.63,3.41,29.57,9.0,Internacional,Manteiga de manga_Agosto_132
0.43,3.96,32.56,8.0,Internacional,Manteiga de manga_Agosto_133
0.54,3.06,33.53,8.0,ISO-HACCP,Manteiga de manga_Agosto_134
0.75,2.49,34.06,9.0,Nenhuma,Manteiga de manga_Agosto_135
0.26,5.78,34.29,7.0,ISO-HACCP,Manteiga de manga_Agosto_136
0.94,3.69,33.99,7.0,Internacional,Manteiga de manga_Agosto_137
0.56,5.27,32.96,7.0,ANVISA,Manteiga de manga_Agosto_138
0.64,2.78,32.06,9.0,ISO-HACCP,Manteiga de manga_Agosto_139
0.54,2.35,33.68,8.0,Internacional,Manteiga de manga_Agosto_140
0.79,4.34,33.35,9.0,ISO-HACCP,Manteiga de manga_Agosto_141
0.43,4.35,35.49,9.0,ISO-HACCP,Manteiga de manga_Agosto_142
0.66,3.18,31.05,6.0,ANVISA,Manteiga de manga_Agosto_143
0.49,5.3,31.51,8.0,ANVISA,Manteiga de manga_Agosto_144
0.6,2.98,37.41,10.0,ISO-HACCP,Manteiga de manga_Agosto_145
0.4,3.83,35.1,7.0,Internacional,Manteiga de manga_Agosto_146
0.4,3.45,30.71,7.0,ANVISA,Manteiga de manga_Agosto_147
0.58,2.86,34.91,10.0,Internacional,Manteiga de manga_Agosto_148
0.66,2.61,31.6,8.0,ANVISA,Manteiga de manga_Agosto_149
0.86,3.06,29.6,9.0,Internacional,Manteiga de manga_Agosto_150
0.57,3.2,29.73,9.0,Internacional,Manteiga de manga_Agosto_151
0.3,6.23,35.11,7.0,ISO-HACCP,Manteiga de manga_Agosto_152
0.57,6.79,28.99,9.0,ANVISA,Manteiga de manga_Agosto_153
0.39,2.89,33.14,7.826709526592636,ISO-HACCP,Manteiga de manga_Agosto_154
0.53,6.84,30.57,6.0,ANVISA,Manteiga de manga_Agosto_155
0.36,3.54,30.23,9.0,ISO-HACCP,Manteiga de manga_Agosto_156
0.46,5.25,31.09,8.0,Internacional,Manteiga de manga_Agosto_157
0.83,3.78,31.98,9.0,Internacional,Manteiga de manga_Agosto_158
0.53,4.19,34.03,9.0,Internacional,Manteiga de manga_Agosto_159
0.65,3.93,28.9,8.0,ISO-HACCP,Manteiga de manga_Agosto_160
0.89,5.61,34.87,7.0,Internacional,Manteiga de manga_Agosto_161
1.0,1.18,30.23,6.0,ISO-HACCP,Manteiga de manga_Agosto_162
0.59,3.92,28.71,8.0,Nenhuma,Manteiga de manga_Agosto_163
0.72,5.68,31.18,8.0,Internacional,Manteiga de manga_Agosto_164
0.4,6.24,33.25,8.0,ANVISA,Manteiga de manga_Agosto_165
0.41,4.67,28.85,8.0,ANVISA,Manteiga de manga_Agosto_166
0.53,5.7,30.92,7.0,ANVISA,Manteiga de manga_Agosto_167
0.95,2.82,33.16,7.0,ISO-HACCP,Manteiga de manga_Agosto_168
0.59,6.21,33.3,8.0,Internacional,Manteiga de manga_Agosto_169
0.9,7.56,34.88,7.0,ISO-HACCP,Manteiga de manga_Agosto_170
0.15,8.82,32.87,7.0,Internacional,Manteiga de manga_Agosto_171
0.1,3.4,35.51,8.0,ANVISA,Manteiga de manga_Agosto_172
0.78,6.15,34.13,6.0,Internacional,Manteiga de manga_Agosto_173
0.71,5.41,35.11,10.0,ISO-HACCP,Manteiga de manga_Agosto_174
0.67,5.01,31.69,9.0,ANVISA,Manteiga de manga_Agosto_175
0.48,8.66,34.56,8.0,Internacional,Manteiga de manga_Agosto_176
0.1,3.2,31.09,9.0,ANVISA,Manteiga de manga_Agosto_177
0.59,3.54,32.85,9.0,Internacional,Manteiga de manga_Agosto_178
0.69,5.61,28.0,5.0,Nenhuma,Manteiga de manga_Agosto_179
0.62,3.09,34.01,9.0,Internacional,Manteiga de manga_Agosto_180
0.56,2.95,33.03,7.0,ISO-HACCP,Manteiga de manga_Agosto_181
1.26,5.0,32.91,8.0,Nenhuma,Manteiga de manga_Agosto_182
0.46,3.24,36.54,5.0,Internacional,Manteiga de manga_Agosto_183
0.35,6.56,30.75,8.0,ISO-HACCP,Manteiga de manga_Agosto_184
0.51,2.38,32.09,9.0,ANVISA,Manteiga de manga_Agosto_185
0.46,2.34,35.18,8.0,ANVISA,Manteiga de manga_Agosto_186
0.7,5.67,28.0,7.826709526592636,Nenhuma,Manteiga de manga_Agosto_187
0.9,1.35,30.77,8.0,Internacional,Manteiga de manga_Agosto_188
0.86,5.16,39.09,8.0,ISO-HACCP,Manteiga de manga_Agosto_189
0.98,1.03,28.31,9.0,ANVISA,Manteiga de manga_Agosto_190
0.25,3.85,30.36,7.0,Nenhuma,Manteiga de manga_Agosto_191
0.96,4.79,32.81,7.0,ANVISA,Manteiga de manga_Agosto_192
0.2,6.04,30.83,8.0,Nenhuma,Manteiga de manga_Agosto_193
1.01,4.88,29.67,6.0,ANVISA,Manteiga de manga_Agosto_194
0.54,2.49,33.63,9.0,ISO-HACCP,Manteiga de manga_Agosto_195
0.5,4.17,31.84,7.0,Internacional,Manteiga de manga_Agosto_196
0.65,5.4,30.75,8.0,Internacional,Manteiga de manga_Agosto_197
0.96,5.42,31.6,9.0,ANVISA,Manteiga de manga_Agosto_198
0.1,4.03,32.29,7.0,ANVISA,Manteiga de manga_Agosto_199
0.41,3.57,31.6,10.0,ISO-HACCP,Manteiga de manga_Agosto_200
1.04,3.79,32.6,9.0,ISO-HACCP,Manteiga de manga_Agosto_201
0.71,1.74,36.07,6.0,ANVISA,Manteiga de manga_Agosto_202
0.43,6.08,35.25,10.0,Internacional,Manteiga de manga_Agosto_203
0.58,2.55,34.01,9.0,Internacional,Manteiga de manga_Agosto_204
0.47,8.89,33.05,8.0,Nenhuma,Manteiga de manga_Agosto_205
